iter	RMSE
511	0.4453855269
512	0.4452794441
513	0.4451761681
514	0.445074865
515	0.4450690292
516	0.4448946759
517	0.444788476
518	0.444778609
519	0.444778547
520	0.4447757588
521	0.4447756349
522	0.4447756504
523	0.4445539007
524	0.4445531568
525	0.4445499488
526	0.4441511466
527	0.4441511311
528	0.4441470049
529	0.4441090143
530	0.4439980334
531	0.4439973041
532	0.4439477082
533	0.443719598
534	0.443607448
535	0.4435006913
536	0.4434994641
537	0.4434438465
538	0.4434435513
539	0.4434325512
540	0.4433489697
541	0.4432419953
542	0.4432122592
543	0.4429661953
544	0.4429644689
545	0.4428880171
546	0.4428685248
547	0.4428684937
548	0.4428440689
549	0.4425988277
550	0.4424841515
551	0.4424318166
552	0.4422205608
553	0.4419041505
554	0.4417616124
555	0.4417586492
556	0.4417003947
557	0.4414891635
558	0.441473511
559	0.4413944909
560	0.4413912755
561	0.4413902141
562	0.4413901985
563	0.4413898707
564	0.4413898551
565	0.4413887937
566	0.441316409
567	0.4413126154
568	0.4411917802
569	0.4411917802
570	0.4411911556
571	0.4410377334
572	0.4409785556
573	0.4409207918
574	0.4409207293
575	0.4409204793
576	0.44084708
577	0.4408468924
578	0.440549404
579	0.4405470269
580	0.4401885339
581	0.4401650559
582	0.4401650246
583	0.4401649777
584	0.4400726034
585	0.4400552253
586	0.4400000335
587	0.4398911014
588	0.4398910387
589	0.4398404159
590	0.4398400713
591	0.4397985129
592	0.4396979452
593	0.4396979452
594	0.4395721366
595	0.4394015761
596	0.4394010273
597	0.4393252571
598	0.4393251473
599	0.4393250532
600	0.4391567814
601	0.4390737354
602	0.4390734687
603	0.4390732804
604	0.4390725742
605	0.4388787909
606	0.4388619935
607	0.4388613028
608	0.4388612871
609	0.4388248014
610	0.4387008311
611	0.4386995276
612	0.4386995433
613	0.4386992135
614	0.4386915025
615	0.4386347569
616	0.4385499939
617	0.4385499782
618	0.4385036155
619	0.4384988234
620	0.4384988077
621	0.4384987292
622	0.4384481027
623	0.4384465313
624	0.4382792898
625	0.4382573603
626	0.4382549393
627	0.4382531315
628	0.4382015333
629	0.4381990019
630	0.4380891502
631	0.4380639556
632	0.4380406941
633	0.4380392471
634	0.4380382562
635	0.4380283944
636	0.4379362617
637	0.4378777032
638	0.4378777189
639	0.4378777032
640	0.4378777032
641	0.4378776874
642	0.4377898193
643	0.4377890796
644	0.4377890009
645	0.4377405273
646	0.4375256208
647	0.4375256208
648	0.4375099524
649	0.4372258725
650	0.4371454385
651	0.4371402532
652	0.4371402532
653	0.4368512805
654	0.4368160307
655	0.4368160149
656	0.4365642785
657	0.4365642154
658	0.4365641365
659	0.4365523318
660	0.4365523318
661	0.4364954343
662	0.4364914883
663	0.4363982575
664	0.4361456956
665	0.4361456956
666	0.4360488516
667	0.4360488674
668	0.4360404459
669	0.4360399561
670	0.4360399403
671	0.4360306337
672	0.4360306337
673	0.4360306337
674	0.4360306021
675	0.4360296225
676	0.4358683295
677	0.4358172078
678	0.4358171762
679	0.4357069137
680	0.4356959397
681	0.435420265
682	0.4352068723
683	0.4351803867
684	0.4349427522
685	0.434942071
686	0.4349354339
687	0.4349347211
688	0.434843644
689	0.4348432004
690	0.4347878065
691	0.4347841936
692	0.4345446459
693	0.4345423153
694	0.4345422994
695	0.4345117618
696	0.4343844987
697	0.4342789967
698	0.4341108321
699	0.4339300119
700	0.4339299801
701	0.4339300119
702	0.4339299801
703	0.4339299643
704	0.433921057
705	0.4338259716
706	0.4336995081
707	0.43368977
708	0.4336896429
709	0.4336896429
710	0.4336343082
711	0.4336334344
712	0.4336334503
713	0.4336334503
714	0.4336326559
715	0.4336326241
716	0.4334459617
717	0.4331551128
718	0.4330086764
719	0.4330072444
720	0.4330072285
721	0.4329605746
722	0.4329484967
723	0.4329035712
724	0.4328701804
725	0.4328677293
726	0.4328662332
727	0.432865899
728	0.4327997935
729	0.4325754883
730	0.4325740867
731	0.4325738001
732	0.4323894371
733	0.4323894371
734	0.4323894371
735	0.4323894371
736	0.4322849463
737	0.4322076895
738	0.4322006596
739	0.43218432
740	0.4321162449
741	0.4318578444
742	0.4318529467
743	0.4316662489
744	0.4316480375
745	0.4315114838
746	0.4315114838
747	0.4313581486
748	0.4313456903
749	0.4312933776
750	0.4312648145
751	0.4311515342
752	0.4311515022
753	0.4310234228
754	0.430907345
755	0.4309065136
756	0.4309064976
757	0.4309051865
758	0.4309049147
759	0.4309049147
760	0.4308559544
761	0.4308192066
762	0.4308191906
763	0.4308188707
764	0.4308046537
765	0.430804094
766	0.4307390797
767	0.4307302344
768	0.4307117115
769	0.4306765191
770	0.4306741835
771	0.4306741675
772	0.4306741355
773	0.4306737036
774	0.4306737356
775	0.4304293393
776	0.4304293553
777	0.430312829
778	0.430312829
779	0.4303123487
780	0.4302629207
781	0.4302585012
782	0.4302538095
783	0.4302121898
784	0.4302117575
785	0.4302116774
786	0.4302061844
787	0.4302054637
788	0.4300817001
789	0.4300813798
790	0.429994434
791	0.4299367328
792	0.4299349701
793	0.4299349701
794	0.4298900342
795	0.4298894252
796	0.4298584769
797	0.4298580121
798	0.4297987217
799	0.4296107944
