iter	Passed	Remaining
480	28644	18997
481	28663	18910
482	28676	18820
483	28689	18731
484	28763	18681
485	28790	18600
486	28807	18514
487	28813	18421
488	28885	18370
489	28957	18320
490	28963	18227
491	29035	18176
492	29108	18126
493	29113	18034
494	29120	17942
495	29192	17891
496	29264	17841
497	29336	17790
498	29348	17703
499	29356	17613
500	29429	17563
501	29438	17475
502	29510	17424
503	29518	17336
504	29590	17285
505	29663	17235
506	29735	17184
507	29782	17118
508	29855	17068
509	29928	17018
510	30003	16968
511	30076	16918
512	30151	16868
513	30225	16817
514	30298	16767
515	30371	16716
516	30444	16665
517	30517	16613
518	30590	16562
519	30596	16475
520	30606	16389
521	30612	16303
522	30617	16216
523	30690	16165
524	30698	16080
525	30710	15997
526	30782	15946
527	30789	15861
528	30806	15781
529	30878	15730
530	30951	15679
531	30958	15595
532	31031	15544
533	31104	15493
534	31176	15442
535	31249	15391
536	31321	15339
537	31393	15288
538	31401	15205
539	31474	15154
540	31546	15102
541	31619	15051
542	31692	14999
543	31764	14948
544	31774	14867
545	31847	14815
546	31919	14763
547	31927	14681
548	31999	14630
549	32072	14578
550	32146	14527
551	32220	14476
552	32295	14424
553	32369	14373
554	32443	14321
555	32462	14246
556	32536	14194
557	32610	14142
558	32682	14090
559	32754	14037
560	32802	13974
561	32820	13899
562	32826	13818
563	32839	13741
564	32845	13661
565	32853	13582
566	32927	13531
567	32975	13468
568	33049	13417
569	33056	13338
570	33064	13260
571	33137	13208
572	33211	13157
573	33285	13105
574	33293	13027
575	33301	12950
576	33375	12898
577	33393	12825
578	33467	12774
579	33481	12699
580	33555	12648
581	33628	12596
582	33635	12519
583	33643	12443
584	33717	12391
585	33791	12340
586	33864	12288
587	33938	12236
588	33945	12160
589	34019	12108
590	34028	12033
591	34102	11981
592	34175	11929
593	34183	11854
594	34257	11802
595	34330	11750
596	34340	11676
597	34414	11624
598	34423	11551
599	34432	11477
600	34506	11425
601	34579	11373
602	34593	11301
603	34603	11229
604	34614	11156
605	34687	11104
606	34761	11052
607	34774	10981
608	34781	10908
609	34853	10856
610	34926	10803
611	34935	10731
612	34943	10659
613	34952	10588
614	35024	10535
615	35097	10483
616	35169	10431
617	35176	10359
618	35249	10307
619	35296	10247
620	35304	10176
621	35311	10105
622	35384	10053
623	35394	9982
624	35467	9930
625	35539	9878
626	35557	9810
627	35566	9741
628	35638	9688
629	35656	9621
630	35728	9569
631	35802	9517
632	35874	9464
633	35948	9412
634	35957	9343
635	36031	9291
636	36105	9238
637	36178	9186
638	36185	9117
639	36192	9048
640	36197	8978
641	36205	8910
642	36278	8858
643	36285	8789
644	36292	8721
645	36364	8669
646	36437	8616
647	36443	8548
648	36515	8495
649	36588	8443
650	36660	8390
651	36733	8338
652	36740	8270
653	36813	8218
654	36886	8165
655	36894	8098
656	36967	8046
657	36980	7980
658	36988	7913
659	37060	7861
660	37068	7795
661	37141	7742
662	37151	7676
663	37225	7624
664	37298	7571
665	37305	7505
666	37378	7453
667	37385	7387
668	37457	7334
669	37465	7269
670	37471	7203
671	37518	7146
672	37524	7081
673	37530	7016
674	37536	6951
675	37548	6887
676	37621	6835
677	37694	6782
678	37701	6718
679	37774	6666
680	37848	6613
681	37922	6561
682	37996	6508
683	38070	6456
684	38144	6403
685	38152	6340
686	38225	6287
687	38244	6225
688	38317	6173
689	38326	6110
690	38400	6057
691	38475	6004
692	38549	5952
693	38596	5895
694	38604	5832
695	38676	5779
696	38748	5726
697	38822	5673
698	38896	5620
699	38969	5567
700	38976	5504
701	38983	5442
702	38991	5379
703	38997	5317
704	39071	5264
705	39144	5211
706	39218	5158
707	39292	5105
708	39302	5044
709	39310	4982
710	39382	4929
711	39390	4868
712	39397	4807
713	39404	4746
714	39411	4685
715	39417	4624
716	39490	4571
717	39565	4518
718	39639	4465
719	39687	4409
720	39695	4349
721	39768	4296
722	39842	4243
723	39916	4190
724	39988	4136
725	40062	4083
726	40108	4027
727	40114	3967
728	40186	3913
729	40259	3860
730	40306	3804
731	40313	3744
732	40386	3691
733	40393	3632
734	40399	3572
735	40405	3513
736	40478	3460
737	40550	3406
738	40622	3353
739	40695	3299
740	40767	3246
741	40840	3192
742	40912	3138
743	40985	3084
744	41057	3031
745	41129	2977
746	41136	2918
747	41209	2864
748	41283	2811
749	41356	2757
750	41429	2703
751	41503	2649
752	41511	2591
753	41584	2536
754	41657	2482
755	41685	2426
756	41693	2368
757	41703	2310
758	41712	2253
759	41719	2195
760	41793	2141
761	41866	2087
762	41873	2030
763	41880	1973
764	41952	1919
765	41970	1862
766	42042	1808
767	42115	1754
768	42187	1700
769	42259	1646
770	42287	1590
771	42295	1534
772	42303	1477
773	42315	1421
774	42323	1365
775	42395	1311
776	42402	1255
777	42475	1201
778	42483	1145
779	42491	1089
780	42564	1035
781	42637	981
782	42655	926
783	42727	871
784	42734	816
785	42742	761
786	42815	707
787	42842	652
788	42914	598
789	42921	543
790	42994	489
791	43066	435
792	43084	380
793	43091	325
794	43164	271
795	43173	216
796	43246	162
797	43256	108
798	43328	54
799	43401	0
