iter	Passed	Remaining
141	9387	69943
142	9460	69929
143	9534	69920
144	9608	69911
145	9682	69901
146	9756	69891
147	9832	69892
148	9907	69886
149	9982	69876
150	10057	69870
151	10132	69862
152	10207	69849
153	10280	69830
154	10354	69812
155	10427	69786
156	10501	69765
157	10581	69784
158	10656	69771
159	10731	69753
160	10804	69725
161	10877	69699
162	10951	69674
163	11025	69649
164	11100	69631
165	11174	69608
166	11248	69576
167	11321	69545
168	11394	69514
169	11468	69483
170	11542	69456
171	11615	69424
172	11689	69395
173	11763	69364
174	11837	69331
175	11910	69296
176	11983	69260
177	12056	69223
178	12130	69188
179	12203	69151
180	12276	69116
181	12350	69078
182	12423	69040
183	12496	69002
184	12570	68966
185	12643	68929
186	12717	68893
187	12791	68856
188	12864	68815
189	12937	68775
190	13010	68731
191	13084	68692
192	13157	68652
193	13231	68611
194	13305	68573
195	13378	68531
196	13452	68490
197	13525	68447
198	13599	68406
199	13673	68367
200	13746	68322
201	13819	68278
202	13893	68236
203	13921	67969
204	13994	67922
205	14067	67879
206	14141	67836
207	14188	67670
208	14262	67625
209	14335	67582
210	14409	67537
211	14481	67489
212	14555	67446
213	14561	67093
214	14635	67049
215	14708	67005
216	14782	66964
217	14856	66920
218	14929	66878
219	15003	66833
220	15076	66788
221	15150	66745
222	15224	66699
223	15297	66653
224	15370	66607
225	15444	66561
226	15517	66514
227	15591	66469
228	15665	66426
229	15740	66382
230	15814	66338
231	15889	66297
232	15938	66146
233	16012	66101
234	16060	65949
235	16077	65674
236	16151	65628
237	16226	65587
238	16300	65544
239	16375	65501
240	16449	65456
241	16524	65413
242	16597	65367
243	16672	65324
244	16746	65278
245	16820	65231
246	16894	65185
247	16968	65137
248	17043	65093
249	17117	65046
250	17190	64996
251	17264	64947
252	17339	64902
253	17413	64853
254	17487	64805
255	17497	64520
256	17505	64234
257	17580	64189
258	17654	64141
259	17672	63891
260	17745	63842
261	17752	63556
262	17826	63510
263	17901	63469
264	17976	63427
265	18006	63224
266	18081	63183
267	18156	63141
268	18232	63100
269	18306	63057
270	18316	62789
271	18390	62743
272	18464	62699
273	18539	62655
274	18614	62611
275	18689	62567
276	18763	62522
277	18837	62476
278	18911	62428
279	18984	62379
280	18992	62113
281	19011	61887
282	19086	61846
283	19161	61802
284	19236	61760
285	19310	61711
286	19383	61661
287	19390	61402
288	19463	61354
289	19491	61162
290	19504	60925
291	19578	60880
292	19652	60836
293	19727	60791
294	19802	60750
295	19877	60707
296	19952	60663
297	20026	60618
298	20101	60574
299	20177	60531
300	20196	60320
301	20270	60274
302	20344	60226
303	20416	60176
304	20490	60128
305	20567	60088
306	20641	60043
307	20716	59995
308	20789	59947
309	20863	59899
310	20937	59850
311	20947	59619
312	21020	59570
313	21095	59523
314	21169	59475
315	21197	59298
316	21244	59176
317	21318	59128
318	21328	58904
319	21402	58855
320	21475	58807
321	21485	58585
322	21559	58538
323	21634	58492
324	21708	58446
325	21783	58400
326	21858	58355
327	21933	58312
328	22008	58264
329	22037	58098
330	22112	58054
331	22120	57832
332	22195	57788
333	22270	57743
334	22345	57699
335	22420	57653
336	22434	57450
337	22444	57240
338	22519	57194
339	22527	56980
340	22601	56935
341	22675	56887
342	22749	56840
343	22823	56792
344	22896	56743
345	22970	56696
346	23044	56647
347	23118	56599
348	23191	56549
349	23265	56501
350	23339	56452
351	23412	56403
352	23418	56192
353	23492	56143
354	23566	56094
355	23639	56044
356	23713	55995
357	23787	55946
358	23861	55897
359	23935	55849
360	24010	55802
361	24084	55753
362	24158	55704
363	24232	55654
364	24306	55604
365	24379	55553
366	24453	55503
367	24527	55453
368	24538	55260
369	24612	55212
370	24688	55165
371	24763	55117
372	24837	55067
373	24911	55018
374	24985	54969
375	25060	54919
376	25134	54870
377	25209	54819
378	25283	54768
379	25331	54662
380	25406	54613
381	25480	54562
382	25553	54510
383	25627	54458
384	25701	54406
385	25775	54354
386	25852	54310
387	25929	54264
388	26005	54216
389	26079	54165
390	26156	54119
391	26231	54069
392	26308	54022
393	26382	53970
394	26456	53917
395	26531	53867
396	26606	53815
397	26614	53630
398	26688	53577
399	26761	53523
400	26836	53471
401	26909	53417
402	26983	53364
403	27057	53311
404	27132	53259
405	27205	53204
406	27233	53061
407	27306	53007
408	27380	52954
409	27455	52901
410	27529	52848
411	27604	52796
412	27678	52742
413	27686	52563
414	27760	52510
415	27768	52332
416	27841	52278
417	27915	52225
418	27989	52171
419	28063	52117
420	28136	52062
421	28210	52008
422	28238	51870
423	28312	51816
424	28386	51763
425	28460	51710
426	28534	51656
427	28541	51481
428	28615	51427
429	28688	51372
430	28701	51209
431	28774	51155
432	28782	50984
433	28856	50930
434	28930	50878
435	29004	50824
436	29077	50770
437	29151	50715
438	29225	50662
439	29298	50607
440	29326	50474
441	29400	50420
442	29474	50365
443	29548	50311
444	29622	50258
445	29697	50205
446	29772	50153
447	29846	50098
448	29920	50045
449	29927	49878
450	30001	49825
451	30075	49770
452	30148	49715
453	30223	49661
454	30230	49498
455	30237	49334
456	30285	49238
457	30359	49184
458	30432	49129
459	30506	49076
460	30581	49022
461	30654	48968
462	30663	48809
463	30736	48755
464	30811	48701
465	30885	48647
466	30959	48593
467	30965	48433
468	30975	48279
469	31048	48223
470	31122	48170
471	31195	48115
472	31269	48061
473	31342	48006
474	31417	47952
475	31491	47898
476	31565	47844
477	31638	47789
478	31712	47734
479	31785	47678
480	31859	47624
481	31934	47570
482	32008	47515
483	32081	47460
484	32155	47404
485	32229	47349
486	32303	47294
487	32377	47239
488	32383	47085
489	32457	47029
490	32530	46973
491	32536	46820
492	32611	46766
493	32684	46711
494	32759	46657
495	32833	46602
496	32907	46546
497	32981	46491
498	33054	46435
499	33064	46290
500	33138	46234
501	33211	46179
502	33218	46030
503	33292	45975
504	33366	45919
505	33373	45772
506	33446	45716
507	33494	45626
508	33568	45571
509	33642	45516
510	33716	45461
511	33790	45406
512	33840	45318
513	33914	45262
514	33988	45208
515	34062	45152
516	34135	45096
517	34163	44980
518	34238	44925
519	34311	44869
520	34385	44813
521	34459	44758
522	34533	44701
523	34607	44646
524	34681	44590
525	34755	44534
526	34803	44444
527	34877	44389
528	34950	44332
529	34978	44218
530	35052	44162
531	35126	44106
532	35154	43992
533	35228	43936
534	35301	43879
535	35329	43766
536	35403	43710
537	35477	43654
538	35551	43598
539	35625	43542
540	35639	43412
541	35714	43358
542	35728	43229
543	35802	43174
544	35878	43120
545	35954	43065
546	36028	43010
547	36104	42955
548	36179	42900
549	36254	42846
550	36329	42791
551	36404	42735
552	36479	42680
553	36490	42550
554	36565	42495
555	36641	42440
556	36716	42385
557	36792	42330
558	36867	42275
559	36943	42220
560	37018	42165
561	37093	42110
562	37168	42054
563	37244	41999
564	37319	41943
565	37394	41887
566	37470	41831
567	37544	41775
568	37618	41717
569	37693	41661
570	37768	41604
571	37842	41547
572	37918	41491
573	37992	41434
574	38069	41379
575	38143	41322
576	38218	41265
577	38292	41207
578	38368	41151
579	38442	41093
580	38517	41036
581	38590	40978
582	38664	40919
583	38737	40860
584	38811	40801
585	38884	40742
586	38958	40684
587	39032	40625
588	39105	40566
589	39179	40507
590	39253	40448
591	39327	40390
592	39401	40331
593	39474	40272
594	39548	40212
595	39621	40153
596	39696	40095
597	39770	40036
598	39844	39977
599	39918	39918
600	39992	39858
601	40066	39800
602	40139	39740
603	40213	39680
604	40261	39595
605	40335	39536
606	40363	39432
607	40437	39373
608	40444	39248
609	40519	39191
610	40594	39132
611	40668	39073
612	40742	39014
613	40817	38955
614	40890	38896
615	40898	38773
616	40971	38713
617	41044	38653
618	41117	38593
619	41191	38533
620	41265	38474
621	41338	38414
622	41412	38354
623	41486	38295
624	41534	38211
625	41608	38151
626	41683	38093
627	41757	38034
628	41831	37974
629	41905	37914
630	41979	37854
631	42052	37794
632	42126	37733
633	42199	37673
634	42272	37612
635	42319	37528
636	42393	37468
637	42402	37351
638	42476	37291
639	42483	37173
640	42556	37112
641	42584	37012
642	42658	36952
643	42731	36892
644	42805	36833
645	42818	36720
646	42826	36604
647	42832	36487
648	42839	36370
649	42846	36254
650	42853	36138
651	42926	36079
652	42933	35964
653	43006	35904
654	43079	35845
655	43127	35764
656	43201	35705
657	43208	35591
658	43281	35531
659	43355	35472
660	43428	35413
661	43502	35353
662	43575	35294
663	43649	35234
664	43655	35121
665	43728	35061
666	43734	34948
667	43744	34838
668	43817	34778
669	43824	34667
670	43830	34554
671	43837	34443
672	43910	34384
673	43983	34325
674	44057	34266
675	44131	34208
676	44148	34106
677	44158	33998
678	44165	33888
679	44183	33787
680	44256	33728
681	44263	33619
682	44336	33560
683	44410	33502
684	44483	33444
685	44490	33335
686	44563	33276
687	44637	33218
688	44644	33110
689	44652	33003
690	44726	32945
691	44800	32887
692	44873	32829
693	44946	32770
694	45019	32712
695	45093	32653
696	45100	32547
697	45174	32489
698	45248	32431
699	45322	32373
700	45396	32314
701	45443	32238
702	45461	32139
703	45489	32049
704	45516	31958
705	45534	31861
706	45607	31802
707	45681	31744
708	45755	31687
709	45828	31628
710	45857	31538
711	45930	31480
712	46004	31422
713	46022	31326
714	46040	31230
715	46114	31172
716	46188	31114
717	46261	31055
718	46335	30997
719	46409	30939
720	46483	30881
721	46511	30793
722	46585	30734
723	46658	30676
724	46733	30618
725	46807	30560
726	46820	30461
727	46833	30364
728	46851	30270
729	46924	30211
730	46998	30153
731	47008	30054
732	47082	29996
733	47090	29896
734	47164	29838
735	47238	29780
736	47312	29723
737	47320	29623
738	47338	29530
739	47366	29444
740	47440	29386
741	47514	29328
742	47587	29270
743	47661	29212
744	47679	29119
745	47753	29061
746	47827	29003
747	47901	28945
748	47976	28888
749	48049	28829
750	48123	28771
751	48133	28675
752	48207	28617
753	48281	28559
754	48329	28485
755	48402	28427
756	48476	28368
757	48550	28310
758	48624	28252
759	48699	28194
760	48774	28136
761	48848	28078
762	48865	27987
763	48939	27928
764	49014	27871
765	49089	27813
766	49108	27723
767	49183	27665
768	49212	27581
769	49223	27488
770	49242	27399
771	49316	27341
772	49392	27283
773	49402	27190
774	49477	27132
775	49551	27074
776	49626	27016
777	49700	26958
778	49775	26900
779	49849	26842
780	49924	26784
781	49999	26726
782	50029	26643
783	50104	26586
784	50113	26492
785	50187	26434
786	50261	26376
787	50280	26288
788	50355	26231
789	50366	26139
790	50441	26081
791	50519	26025
792	50549	25943
793	50623	25885
794	50642	25798
795	50671	25717
796	50746	25659
797	50821	25601
798	50830	25510
799	50905	25452
800	50933	25371
801	51007	25312
802	51014	25221
803	51088	25163
804	51162	25104
805	51236	25046
806	51309	24987
807	51383	24928
808	51390	24837
809	51463	24778
810	51537	24720
811	51566	24640
812	51641	24582
813	51715	24523
814	51788	24464
815	51837	24393
816	51910	24335
817	51984	24276
818	51997	24189
819	52014	24104
820	52027	24017
821	52101	23958
822	52129	23879
823	52202	23820
824	52276	23761
825	52349	23702
826	52397	23632
827	52471	23574
828	52545	23515
829	52618	23456
830	52693	23398
831	52767	23339
832	52841	23280
833	52915	23221
834	52989	23163
835	53062	23103
836	53136	23044
837	53210	22985
838	53228	22902
839	53303	22844
840	53378	22785
841	53453	22727
842	53527	22668
843	53546	22585
844	53621	22527
845	53639	22445
846	53714	22386
847	53788	22327
848	53863	22268
849	53938	22209
850	54013	22151
851	54088	22092
852	54163	22033
853	54238	21974
854	54267	21897
855	54280	21813
856	54355	21754
857	54430	21695
858	54504	21636
859	54579	21578
860	54628	21508
861	54703	21449
862	54778	21390
863	54786	21305
864	54861	21246
865	54935	21187
866	55009	21128
867	55016	21043
868	55089	20983
869	55162	20923
870	55235	20864
871	55309	20804
872	55336	20727
873	55410	20667
874	55484	20608
875	55558	20549
876	55633	20489
877	55708	20430
878	55726	20350
879	55755	20274
880	55763	20191
881	55837	20131
882	55910	20072
883	55984	20012
884	56058	19952
885	56068	19870
886	56074	19787
887	56147	19727
888	56157	19645
889	56163	19562
890	56236	19502
891	56309	19443
892	56383	19383
893	56389	19301
894	56463	19241
895	56538	19182
896	56613	19123
897	56687	19064
898	56762	19005
899	56837	18945
900	56912	18886
901	56986	18827
902	57062	18767
903	57137	18708
904	57211	18649
905	57286	18589
906	57361	18530
907	57435	18470
908	57509	18410
909	57527	18332
910	57602	18273
911	57679	18214
912	57760	18156
913	57835	18097
914	57909	18037
915	57985	17977
916	57994	17897
917	58069	17838
918	58146	17779
919	58155	17699
920	58162	17619
921	58236	17559
922	58311	17499
923	58320	17420
924	58328	17340
925	58336	17261
926	58410	17201
927	58485	17142
928	58560	17082
929	58567	17003
930	58642	16944
931	58661	16868
932	58736	16808
933	58811	16749
934	58818	16670
935	58846	16597
936	58859	16520
937	58933	16461
938	58940	16382
939	59014	16323
940	59088	16263
941	59161	16203
942	59235	16143
943	59309	16084
944	59318	16006
945	59391	15946
946	59465	15886
947	59538	15826
948	59612	15766
949	59686	15706
950	59715	15635
951	59790	15575
952	59865	15516
953	59940	15456
954	60014	15396
955	60087	15336
956	60161	15276
957	60234	15215
958	60307	15155
959	60381	15095
960	60409	15023
961	60437	14952
962	60488	14886
963	60563	14826
964	60636	14766
965	60709	14706
966	60783	14645
967	60857	14585
968	60931	14525
969	61004	14465
970	61011	14388
971	61084	14328
972	61158	14268
973	61231	14207
974	61304	14147
975	61311	14071
976	61384	14010
977	61457	13950
978	61464	13875
979	61482	13802
980	61555	13741
981	61603	13675
982	61676	13615
983	61750	13554
984	61768	13482
985	61841	13422
986	61915	13361
987	61922	13286
988	61995	13226
989	62023	13156
990	62097	13096
991	62171	13035
992	62244	12975
993	62262	12903
994	62268	12829
995	62341	12768
996	62415	12708
997	62488	12648
998	62562	12587
999	62637	12527
1000	62710	12466
1001	62718	12393
1002	62735	12321
1003	62809	12261
1004	62817	12188
1005	62891	12128
1006	62964	12067
1007	63038	12007
1008	63111	11946
1009	63185	11886
1010	63202	11815
1011	63209	11742
1012	63283	11682
1013	63357	11621
1014	63431	11561
1015	63504	11500
1016	63511	11428
1017	63584	11367
1018	63596	11296
1019	63624	11227
1020	63631	11155
1021	63704	11095
1022	63777	11034
1023	63790	10964
1024	63799	10892
1025	63873	10832
1026	63948	10772
1027	63960	10701
1028	64034	10641
1029	64041	10570
1030	64115	10509
1031	64189	10449
1032	64262	10389
1033	64275	10318
1034	64322	10254
1035	64395	10193
1036	64469	10133
1037	64517	10069
1038	64590	10008
1039	64618	9941
1040	64691	9880
1041	64765	9820
1042	64839	9760
1043	64846	9689
1044	64893	9625
1045	64968	9565
1046	64985	9496
1047	65059	9436
1048	65132	9375
1049	65206	9315
1050	65224	9246
1051	65233	9177
1052	65307	9117
1053	65381	9056
1054	65454	8996
1055	65528	8935
1056	65601	8875
1057	65607	8805
1058	65681	8745
1059	65688	8675
1060	65716	8609
1061	65789	8548
1062	65837	8485
1063	65911	8424
1064	65984	8364
1065	66002	8296
1066	66030	8230
1067	66103	8170
1068	66177	8109
1069	66250	8049
1070	66323	7988
1071	66341	7921
1072	66415	7860
1073	66489	7800
1074	66517	7734
1075	66591	7674
1076	66665	7613
1077	66738	7553
1078	66812	7492
1079	66886	7431
1080	66959	7371
1081	66965	7303
1082	67012	7239
1083	67085	7178
1084	67159	7118
1085	67232	7057
1086	67305	6996
1087	67379	6936
1088	67452	6875
1089	67526	6814
1090	67599	6753
1091	67606	6686
1092	67679	6625
1093	67753	6564
1094	67828	6504
1095	67902	6443
1096	67975	6382
1097	68049	6321
1098	68096	6258
1099	68170	6197
1100	68243	6136
1101	68261	6070
1102	68334	6009
1103	68408	5948
1104	68482	5887
1105	68500	5821
1106	68573	5760
1107	68580	5694
1108	68654	5633
1109	68728	5572
1110	68740	5506
1111	68788	5443
1112	68861	5382
1113	68935	5321
1114	69009	5260
1115	69082	5199
1116	69088	5133
1117	69162	5072
1118	69235	5011
1119	69309	4950
1120	69383	4889
1121	69456	4828
1122	69530	4767
1123	69603	4706
1124	69677	4645
1125	69753	4584
1126	69761	4518
1127	69778	4453
1128	69796	4389
1129	69869	4328
1130	69896	4264
1131	69970	4203
1132	69979	4138
1133	70052	4077
1134	70126	4016
1135	70174	3953
1136	70247	3892
1137	70320	3831
1138	70328	3766
1139	70401	3705
1140	70476	3644
1141	70550	3583
1142	70624	3521
1143	70697	3460
1144	70770	3399
1145	70844	3338
1146	70918	3276
1147	70946	3213
1148	70959	3149
1149	71032	3088
1150	71106	3027
1151	71180	2965
1152	71253	2904
1153	71327	2843
1154	71374	2780
1155	71402	2717
1156	71475	2656
1157	71548	2595
1158	71577	2532
1159	71625	2469
1160	71698	2408
1161	71772	2347
1162	71846	2285
1163	71919	2224
1164	71993	2162
1165	72067	2101
1166	72141	2039
1167	72215	1978
1168	72288	1916
1169	72362	1855
1170	72436	1793
1171	72509	1732
1172	72537	1669
1173	72610	1608
1174	72684	1546
1175	72757	1484
1176	72767	1421
1177	72776	1359
1178	72850	1297
1179	72924	1236
1180	72997	1174
1181	73045	1112
1182	73119	1050
1183	73192	989
1184	73199	926
1185	73272	864
1186	73290	802
1187	73364	741
1188	73438	679
1189	73485	617
1190	73495	555
1191	73568	493
1192	73641	432
1193	73716	370
1194	73735	308
1195	73809	246
1196	73828	185
1197	73903	123
1198	73976	61
1199	74050	0
