iter	RMSE
219	0.669445465
220	0.6688875174
221	0.6685820516
222	0.6678664222
223	0.6675720474
224	0.6673212242
225	0.6671615075
226	0.6670170935
227	0.666730598
228	0.6663527839
229	0.6662020923
230	0.6659215172
231	0.6659089129
232	0.6659030364
233	0.6657891086
234	0.6657781633
235	0.6657728672
236	0.6650801418
237	0.6645938306
238	0.6642867652
239	0.6634762881
240	0.6632847509
241	0.6628547631
242	0.6628302513
243	0.6624178373
244	0.6623258371
245	0.6618254677
246	0.6609055291
247	0.6608464001
248	0.6607494516
249	0.6606257185
250	0.6606011239
251	0.6602459818
252	0.6601240395
253	0.6599623925
254	0.6595431955
255	0.6595418537
256	0.6595388766
257	0.6589763602
258	0.6588802068
259	0.6588773107
260	0.6584186136
261	0.6584185086
262	0.6582395744
263	0.6578564426
264	0.6574722041
265	0.657464801
266	0.6572147281
267	0.6572031351
268	0.6571448093
269	0.6569364606
270	0.6569363554
271	0.6566933668
272	0.6566409763
273	0.6565084231
274	0.6562451116
275	0.6561091907
276	0.6560030685
277	0.6556278674
278	0.6555729028
279	0.6555386689
280	0.6555386267
281	0.6555375298
282	0.6550006051
283	0.6549662779
284	0.6544483231
285	0.6539557761
286	0.6535465425
287	0.6535460347
288	0.6532928954
289	0.6532866726
290	0.653284683
291	0.6532467095
292	0.6532046694
293	0.6531143142
294	0.6527727867
295	0.6522825359
296	0.6519750592
297	0.6518704488
298	0.6517902192
299	0.6511691769
300	0.651163316
301	0.6511309102
302	0.6510880326
303	0.6509554957
304	0.6503675264
305	0.650065121
306	0.6494048485
307	0.6487442662
308	0.6487207986
309	0.6486380476
310	0.6483122489
311	0.6483120143
312	0.6482913038
313	0.6478386224
314	0.6477298643
315	0.6477282205
316	0.6477104588
317	0.6472318841
318	0.6472317773
319	0.647213596
320	0.6469478267
321	0.6469471641
322	0.6464048794
323	0.646064899
324	0.6456165677
325	0.6454012839
326	0.6447808861
327	0.6447285141
328	0.6444569781
329	0.6444353069
330	0.6442521457
331	0.6442517593
332	0.6442297378
333	0.643887707
334	0.6438133984
335	0.6438087377
336	0.6438073202
337	0.6438061604
338	0.6434064607
339	0.6434064392
340	0.6433421126
341	0.6433097212
342	0.6427929145
343	0.6423157563
344	0.6422089266
345	0.6421889022
346	0.6418926393
347	0.6418853149
348	0.6418559738
349	0.641847895
350	0.6417237711
351	0.6415170313
352	0.6415170313
353	0.6415055858
354	0.641199691
355	0.6408583517
356	0.6407957977
357	0.6407914603
358	0.640134151
359	0.6400013766
360	0.6399982654
361	0.6395490543
362	0.6395212708
363	0.6394847072
364	0.6394268196
365	0.6394115305
366	0.6393962843
367	0.6393930188
368	0.6393929755
369	0.6391746436
370	0.6391599326
371	0.6388919168
372	0.6388471572
373	0.6387012555
374	0.6385998624
375	0.6381605443
376	0.6379474911
377	0.63784032
378	0.6377915408
379	0.6377775567
380	0.637763117
381	0.6377406547
382	0.637711383
383	0.6376437712
384	0.6374922582
385	0.6373061035
386	0.6370264112
387	0.6366828345
388	0.6364409342
389	0.6362245668
390	0.6358680964
391	0.6358547877
392	0.6358241026
393	0.6357791923
394	0.6357413695
395	0.6355486752
396	0.6354833356
397	0.6354832703
398	0.6354251052
399	0.6353616899
400	0.6353498722
401	0.6349948925
402	0.6343860276
403	0.6342326463
404	0.6341447557
405	0.6340975676
406	0.6340930972
407	0.6339759831
408	0.6338739432
409	0.6338420715
410	0.6337759014
411	0.6328833154
412	0.6326718727
413	0.6326718727
414	0.6326404431
415	0.6326403776
416	0.6325741255
417	0.6324006044
418	0.6321703427
419	0.6321432849
420	0.6320553883
421	0.6319487058
422	0.6319321855
423	0.6319083561
424	0.6314452
425	0.6313757126
426	0.6312821454
427	0.6312821016
428	0.6312003285
429	0.6311936469
430	0.6311928363
431	0.6311778517
432	0.6311777641
433	0.6310492406
434	0.6309880152
435	0.6306995358
436	0.6303512164
437	0.6301370808
438	0.6301318582
439	0.6301249238
440	0.6301239144
441	0.6299961856
442	0.6296963382
443	0.629412803
444	0.6292803374
445	0.6290361181
446	0.6290043529
447	0.6288166749
448	0.6282523802
449	0.6282523802
450	0.6282330114
451	0.6282306783
452	0.6282277509
453	0.6278716076
454	0.6278715855
455	0.6278715855
456	0.6278688987
457	0.6277821657
458	0.6273580409
459	0.6273533902
460	0.6272112304
461	0.6271308227
462	0.6271307786
463	0.6270545945
464	0.6270246035
465	0.6270079314
466	0.6269742109
467	0.6269742109
468	0.626973858
469	0.6267275264
470	0.6265932573
471	0.6265206937
472	0.6263619646
473	0.6261076846
474	0.6260918715
475	0.6255238808
476	0.625404145
477	0.6254026194
478	0.625097892
479	0.6250939102
480	0.6250908354
481	0.6250746426
482	0.6250715677
483	0.6247150859
484	0.6245004792
485	0.6244856439
486	0.6244660697
487	0.6241215162
488	0.624121494
489	0.624114648
490	0.6238493227
491	0.6238493227
492	0.6232261524
493	0.6231356221
494	0.6231146075
495	0.6230836944
496	0.6229146775
497	0.6226102648
498	0.6225810369
499	0.6225808148
500	0.6224402974
501	0.6223930883
502	0.6223930439
503	0.6221376752
504	0.6220855086
505	0.6220854641
506	0.6220250681
507	0.6220164872
508	0.6218396643
509	0.6218053967
510	0.6217046732
511	0.6216990906
512	0.6216948424
513	0.6216854785
514	0.6212835662
515	0.6208286538
516	0.620760005
517	0.620752075
518	0.6207476644
519	0.6207294648
520	0.6207268585
521	0.6203398171
522	0.6203365404
523	0.6203244811
524	0.6202989574
525	0.6201666187
526	0.6201564736
527	0.6200384221
528	0.6197912973
529	0.6197899364
530	0.6197513609
531	0.6197466085
532	0.6197454706
533	0.6196362671
534	0.6195181834
535	0.6195156389
536	0.6194462642
537	0.6193793822
538	0.6190320868
539	0.6190301211
540	0.6190297861
541	0.6190247154
542	0.6190244697
543	0.6189814903
544	0.6189299514
545	0.61888844
546	0.6188828767
547	0.6188657171
548	0.6188301229
549	0.6188043141
550	0.6187594199
551	0.6186881278
552	0.6186090264
553	0.6186086464
554	0.6185951898
555	0.6185940498
556	0.6182996089
557	0.6181306708
558	0.6176229972
559	0.6176125865
560	0.6175515515
561	0.6175493348
562	0.6172776258
563	0.6172727871
564	0.6172707934
565	0.6172653499
566	0.6172429032
567	0.617120418
568	0.6169180972
569	0.6168779747
570	0.6168567021
571	0.6168439471
572	0.6166937815
573	0.6166271167
574	0.6165415384
575	0.61627569
576	0.6161835776
577	0.6161487036
578	0.6161248248
579	0.6160013765
580	0.6159256343
581	0.6159198422
582	0.6158845267
583	0.6158770278
584	0.6158179539
585	0.6156641692
586	0.61566089
587	0.6153517429
588	0.6152629532
589	0.6152601214
590	0.6148640841
591	0.6148552459
592	0.6148119301
593	0.6147952867
594	0.6147218927
595	0.6146234956
596	0.614619671
597	0.6145004432
598	0.6144568323
599	0.6144440725
600	0.61425512
601	0.6142518783
602	0.6140243366
603	0.6137765477
604	0.6137753987
605	0.6137501434
606	0.6137495802
607	0.6137320743
608	0.6137320292
609	0.6136750021
610	0.6135459224
611	0.6135233622
612	0.6135203196
613	0.6133016603
614	0.613032016
615	0.613031813
616	0.6130266025
617	0.6129801798
618	0.6129776082
619	0.612971743
620	0.6129269405
621	0.612921684
622	0.6128259311
623	0.6128234265
624	0.6128227947
625	0.6125989432
626	0.6125675898
627	0.6123161853
628	0.6123150787
629	0.612240326
630	0.6121512205
631	0.612145867
632	0.6121438791
633	0.612039442
634	0.6119467145
635	0.6119462173
636	0.6119356648
637	0.6119355519
638	0.6119312811
639	0.6119313037
640	0.6119066276
641	0.611906492
642	0.6118847527
643	0.6118782443
644	0.6113213181
645	0.6113211823
646	0.6113211371
647	0.6113211371
648	0.6113211145
649	0.6113211145
650	0.6113210919
651	0.6113206169
652	0.6113205942
653	0.6113090583
654	0.6112854429
655	0.6112815295
656	0.6112808509
657	0.6112808056
658	0.6112080304
659	0.6109772277
660	0.6109505892
661	0.610879178
662	0.6108399492
663	0.6105246919
664	0.6105246919
665	0.6104639675
666	0.6104639449
667	0.6104636957
668	0.6103174885
669	0.6103173526
670	0.6103173072
671	0.6103172846
672	0.6099480992
673	0.6099376255
674	0.6099267662
675	0.6099204863
676	0.6099203503
677	0.6099202369
678	0.6099202142
679	0.6099199195
680	0.6099019863
681	0.609902009
682	0.6098686124
683	0.6096448329
684	0.6092401068
685	0.6092400841
686	0.6092335021
687	0.6091596424
688	0.6091596197
689	0.6091595516
690	0.609119531
691	0.6090373251
692	0.6090351909
693	0.6089104869
694	0.6087992717
695	0.6087897776
696	0.6087894369
697	0.608784917
698	0.6086349668
699	0.6086168367
700	0.6085742356
701	0.6085722816
702	0.6085718044
703	0.6085712818
704	0.6085694187
705	0.6085689188
706	0.6085481737
707	0.6085343811
708	0.6085340629
709	0.6084458919
710	0.6084453919
711	0.6084167108
712	0.608145901
713	0.6081457418
714	0.6081456282
715	0.6077963501
716	0.6077719157
717	0.6075115845
718	0.6075042326
719	0.6074976546
720	0.6074937851
721	0.6074914861
722	0.6073886166
723	0.6070557819
724	0.6070455316
725	0.6070439144
726	0.6070438916
727	0.6070437549
728	0.6070425476
729	0.6069901544
730	0.6069660292
731	0.6069658698
732	0.6069637055
733	0.6069637055
734	0.6068232632
735	0.606815903
736	0.6067563799
737	0.6067561748
738	0.6067560609
739	0.6067556963
740	0.6067494063
741	0.6067083835
742	0.606702868
743	0.6066976943
744	0.6066976715
745	0.6066938197
746	0.6066932044
747	0.6060395709
748	0.6060134456
749	0.6059862695
750	0.6059770052
751	0.6059769824
752	0.605813213
753	0.6058094925
754	0.6058068448
755	0.6056417509
756	0.6056382805
757	0.6055510579
758	0.6055257792
759	0.6054922098
760	0.6054543905
761	0.6054452094
762	0.6054451409
763	0.6054178936
764	0.605415838
765	0.6054052174
766	0.6054052174
767	0.605379019
768	0.6053789048
769	0.6053788134
770	0.6053783566
771	0.6053456013
772	0.6053438652
773	0.6053438652
774	0.6053339515
775	0.6053338144
776	0.6051519113
777	0.6050555915
778	0.6050547688
779	0.6047734451
780	0.60467551
781	0.6046440659
782	0.6046435628
783	0.6045332095
784	0.6045332095
785	0.6044568767
786	0.6043942844
787	0.6043940556
788	0.6041072513
789	0.6041071369
790	0.6040225319
791	0.6039866124
792	0.6039858569
793	0.6039535068
794	0.6039523621
795	0.6039521331
796	0.6039483554
797	0.6032538825
798	0.6032537679
799	0.6032398543
800	0.6032385706
801	0.6032198428
802	0.603219797
803	0.6032100546
804	0.6032047134
805	0.6031742472
806	0.6031085412
807	0.6030832978
808	0.6030832748
809	0.6030507388
810	0.6030397096
811	0.6030396408
812	0.6029315626
813	0.6026171702
814	0.6026009931
815	0.6025992951
816	0.6023427199
817	0.6023179495
818	0.602317651
819	0.6023173296
820	0.602317123
821	0.6023167327
822	0.6023162506
823	0.6023040601
824	0.6022945784
825	0.6021208512
826	0.6021205757
827	0.6020399635
828	0.60203746
829	0.6018804069
830	0.6018796028
831	0.601878569
832	0.6018767311
833	0.6016035749
834	0.6014284756
835	0.6013709946
836	0.6012623174
837	0.6012586378
838	0.6012585688
839	0.6012577409
840	0.6012287399
841	0.6012269
842	0.601127375
843	0.6011267999
844	0.6008534639
845	0.6008532798
846	0.6007362457
847	0.600642648
848	0.6004803713
849	0.5999249878
850	0.5999233513
851	0.5999193177
852	0.5999191103
853	0.5999080005
854	0.5999079774
855	0.599907793
856	0.5996385826
857	0.5996380522
858	0.5996142538
859	0.5996104949
860	0.5996104027
861	0.5995622954
862	0.5995510176
863	0.5995510176
864	0.5995164216
865	0.5995104248
866	0.5994982695
867	0.5994982464
868	0.5994657695
869	0.5992326594
870	0.5990326301
871	0.5990303449
872	0.5990301141
873	0.5990290984
874	0.599005599
875	0.5990004743
876	0.5989951879
877	0.5989867389
878	0.598985954
879	0.5989841302
880	0.598984061
881	0.5988697094
882	0.5988672619
883	0.5987933474
884	0.5987889367
885	0.5987885441
886	0.5987884979
887	0.598641033
888	0.5986409869
889	0.5986409869
890	0.5986221383
891	0.5984329037
892	0.598411114
893	0.5984110909
894	0.5983953777
895	0.5979850265
896	0.5979839397
897	0.5979384998
898	0.5979381298
899	0.597651212
900	0.597646978
901	0.5974008676
902	0.5965299545
903	0.5965288882
904	0.5965128705
905	0.5965022768
906	0.5964331233
907	0.5963355576
908	0.5961336052
909	0.5961334892
910	0.5961265305
911	0.5961102236
912	0.5960530417
913	0.5959504948
914	0.5959284983
915	0.5958468396
916	0.5958468396
917	0.5958450991
918	0.5958318479
919	0.5958318479
920	0.5958318711
921	0.5958285988
922	0.59582224
923	0.59582224
924	0.5958222168
925	0.5958221936
926	0.5956027945
927	0.5954262324
928	0.5953544456
929	0.5953544223
930	0.5952505704
931	0.5952503381
932	0.5952369807
933	0.5952365161
934	0.5952365161
935	0.5952364696
936	0.5952363999
937	0.5952054794
938	0.5952054561
939	0.595194328
940	0.5951940725
941	0.5951932594
942	0.5951627083
943	0.5950298683
944	0.5950295662
945	0.5950256854
946	0.5950245235
947	0.595015042
948	0.5950139497
949	0.5949390917
950	0.594938743
951	0.5948917689
952	0.594837515
953	0.5948358646
954	0.5948212426
955	0.5944980722
956	0.5944979791
957	0.5944785108
958	0.5943058958
959	0.594296682
960	0.5942965657
961	0.5942962632
962	0.5942961003
963	0.5942958677
964	0.5942900741
965	0.594280418
966	0.5941836159
967	0.594178403
968	0.5941740977
969	0.5940923142
970	0.5940922909
971	0.5940569115
972	0.5939263154
973	0.593920332
974	0.5937090106
975	0.5937090106
976	0.5937032812
977	0.5937018139
978	0.5937017906
979	0.5937016275
980	0.593701022
981	0.5936993916
982	0.5936929401
983	0.5936893766
984	0.5936860925
985	0.5936853239
986	0.5936847649
987	0.5936847416
988	0.5935020407
989	0.5935014116
990	0.5934730102
991	0.5934662533
992	0.5934357298
993	0.5934355667
994	0.5934356133
995	0.5929329381
996	0.5928604295
997	0.5928439862
998	0.5928377119
999	0.5928079025
1000	0.5928063164
1001	0.5928061764
1002	0.5928038672
1003	0.5928034473
1004	0.592803424
1005	0.5927981057
1006	0.5927685742
1007	0.592750402
1008	0.5927484658
1009	0.5925444974
1010	0.5925427239
1011	0.5925426772
1012	0.5925230746
1013	0.5925220477
1014	0.5925070186
1015	0.5925059217
1016	0.5925058984
1017	0.5925056883
1018	0.5925056883
1019	0.5925055483
1020	0.592505525
1021	0.5924406197
1022	0.5924362084
1023	0.5924358349
1024	0.5924358349
1025	0.5924355082
1026	0.5920668733
1027	0.5920661727
1028	0.5920586523
1029	0.592058629
1030	0.592051926
1031	0.5920456901
1032	0.592018737
1033	0.5920179896
1034	0.592017359
1035	0.5920126876
1036	0.5920103052
1037	0.592009114
1038	0.5919887929
1039	0.5919882323
1040	0.5918136994
1041	0.5918040029
1042	0.5917102308
1043	0.5917101841
1044	0.591709483
1045	0.5917088521
1046	0.591708782
1047	0.5917085249
1048	0.5914577693
1049	0.5914565068
1050	0.5914565068
1051	0.5914565068
1052	0.5914519011
1053	0.5912721351
1054	0.5912163329
1055	0.5911592623
1056	0.591153017
1057	0.591153017
1058	0.5910371971
1059	0.5910372439
1060	0.5910371737
1061	0.5907217411
1062	0.5907210623
1063	0.5907195408
1064	0.5906994563
1065	0.5906994328
1066	0.590697724
1067	0.5906759767
1068	0.5905046854
1069	0.5905010324
1070	0.5904503329
1071	0.5904501222
1072	0.5904489278
1073	0.5904485999
1074	0.5904473353
1075	0.5904398178
1076	0.5904392323
1077	0.5904311526
1078	0.5901349616
1079	0.5897523685
1080	0.5897076543
1081	0.5897076543
1082	0.5897073026
1083	0.5895840689
1084	0.5895833419
1085	0.5895829901
1086	0.5895814891
1087	0.5895809027
1088	0.5894841029
1089	0.5894796461
1090	0.5894657122
1091	0.5894656653
1092	0.5894326826
1093	0.5894300082
1094	0.5893989707
1095	0.5893982904
1096	0.5893812108
1097	0.5893129111
1098	0.5893123949
1099	0.5893119022
1100	0.5892450728
1101	0.5892445566
1102	0.5892409661
1103	0.5892388541
1104	0.5892331282
1105	0.5892329639
1106	0.588978337
1107	0.5889782901
1108	0.5889546949
1109	0.5889012325
1110	0.5889005281
1111	0.5888998706
1112	0.5887184797
1113	0.588716037
1114	0.5886302769
1115	0.5884653926
1116	0.5884653926
1117	0.5884219671
1118	0.5883301708
1119	0.5883136949
1120	0.5882448951
1121	0.5882440254
1122	0.5882371379
1123	0.5881318881
1124	0.5880560834
1125	0.5880356728
1126	0.588034356
1127	0.58803358
1128	0.5880333919
1129	0.588025044
1130	0.5880242444
1131	0.5880218459
1132	0.5880215402
1133	0.587921967
1134	0.5878941899
1135	0.5878928492
1136	0.5876867956
1137	0.5875212229
1138	0.5875212464
1139	0.5873855483
1140	0.5870727467
1141	0.5870423383
1142	0.58696783
1143	0.5869669112
1144	0.5869282752
1145	0.5868458589
1146	0.5868457411
1147	0.5868454348
1148	0.5868454348
1149	0.5868421596
1150	0.5868391435
1151	0.5868377298
1152	0.5868370464
1153	0.5868264666
1154	0.5868259953
1155	0.586825524
1156	0.5867782303
1157	0.5867729988
1158	0.5867726453
1159	0.5867710664
1160	0.5866528493
1161	0.586652425
1162	0.5866497851
1163	0.5866422661
1164	0.5862226264
1165	0.5862219659
1166	0.5862203856
1167	0.5862128846
1168	0.5862123893
1169	0.5862085208
1170	0.5861819127
1171	0.5861729251
1172	0.586172524
1173	0.5861390965
1174	0.586135204
1175	0.5861312878
1176	0.5861304149
1177	0.5861303206
1178	0.5861294949
1179	0.5861254371
1180	0.5859647328
1181	0.585964662
1182	0.5859607683
1183	0.585921712
1184	0.585921712
1185	0.5859184788
1186	0.5859184316
1187	0.5857601491
1188	0.5857553098
1189	0.5857529491
1190	0.5857528783
1191	0.585660829
1192	0.5856143857
1193	0.585526778
1194	0.585525361
1195	0.5855194334
1196	0.5855182999
1197	0.5855150645
1198	0.5855128209
1199	0.5854521476
